;solar;wind;cons;market;spot
2019-03-03 15:00:00+01:00;5328.00.00;299.413.254;49952.0;-30,77762768;4,75
2019-03-03 16:00:00+01:00;2803.00.00;282.915.427;50132.0;-14,71485192;15
2019-03-03 17:00:00+01:00;745.00.00;292.633.316;52265.0;5,735416786;22,72
2019-03-03 18:00:00+01:00;12.00;299.462.574;55627.0;15,36327798;31,8
2019-03-03 19:00:00+01:00;00.00;29.847.132;55151.0;15,40937242;38,49
2019-03-03 20:00:00+01:00;00.00;308.665.543;53038.0;2,253125858;24,83
2019-03-03 21:00:00+01:00;00.00;316.231.172;51311.0;-8,253189227;19,92
2019-03-03 22:00:00+01:00;00.00;318.528.594;50744.0;-1,455411196;24,3
2019-03-03 23:00:00+01:00;00.00;322.839.503;47607.0;-3,478299752;19,47
2019-03-04 00:00:00+01:00;00.00;33.624.672;45174.0;-10,38453002;-0,07
2019-03-04 01:00:00+01:00;00.00;334.449.655;43541.0;-2,502908469;-0,21
2019-03-04 02:00:00+01:00;00.00;339.123.454;43026.0;-5,44667994;-6,86
2019-03-04 03:00:00+01:00;00.00;34.253.718;43491.0;-1,903455213;-7
2019-03-04 04:00:00+01:00;00.00;344.107.081;45019.0;0,117842933;-2,47
2019-03-04 05:00:00+01:00;00.00;34.824.982;48103.0;9,832418168;6,24
2019-03-04 06:00:00+01:00;07.00;349.843.024;54696.0;27,44661439;25,83
2019-03-04 07:00:00+01:00;1330.00.00;348.437.392;59383.0;27,64452327;37,96
2019-03-04 08:00:00+01:00;4776.00.00;366.772.214;62230.0;15,02065462;33,1
2019-03-04 09:00:00+01:00;8455.00.00;377.942.875;63424.0;6,77460895;20,69
2019-03-04 10:00:00+01:00;11454.0;382.089.799;64130.0;12,42379421;7,54
2019-03-04 11:00:00+01:00;13303.0;40.464.612;65068.0;17,4103623;0,09
2019-03-04 12:00:00+01:00;13779.0;414.875.339;64707.0;24,80419341;4,28
2019-03-04 13:00:00+01:00;12849.0;416.634.902;63348.0;31,3594084;0,07
2019-03-04 14:00:00+01:00;10646.0;41.820.242;61878.0;32,37714569;5,28
2019-03-04 15:00:00+01:00;7495.00.00;415.888.519;61095.0;27,38522028;12,81
2019-03-04 16:00:00+01:00;3974.00.00;407.692.566;60400.0;23,93624507;14,81
2019-03-04 17:00:00+01:00;1076.00.00;405.823.614;62032.0;32,32170565;27,09
2019-03-04 18:00:00+01:00;17.00;398.440.569;64268.0;42,56380384;42,46
2019-03-04 19:00:00+01:00;00.00;384.175.947;63899.0;40,88321918;43,02
2019-03-04 20:00:00+01:00;00.00;387.385.999;60349.0;29,11712744;25,98
2019-03-04 21:00:00+01:00;00.00;386.376.422;56920.0;21,29096185;21,1
2019-03-04 22:00:00+01:00;00.00;381.271.938;54540.0;12,46680888;10,06
2019-03-04 23:00:00+01:00;00.00;384.986.955;51095.0;9,058314244;-2,39
2019-03-05 00:00:00+01:00;00.00;383.889.965;52805.0;19,12103092;-0,08
2019-03-05 01:00:00+01:00;00.00;383.473.044;51252.0;17,88864452;-2,39
2019-03-05 02:00:00+01:00;00.00;386.115.149;50416.0;16,70127547;-4,95
2019-03-05 03:00:00+01:00;00.00;387.238.866;50902.0;16,27211095;-1,92
2019-03-05 04:00:00+01:00;00.00;386.723.615;51912.0;15,29562644;-2,23
2019-03-05 05:00:00+01:00;00.00;385.495.026;54985.0;24,94667814;11,23
2019-03-05 06:00:00+01:00;15.00;382.890.828;60999.0;36,7486848;33,49
2019-03-05 07:00:00+01:00;1423.00.00;37.871.297;65185.0;44,88037263;44,24
2019-03-05 08:00:00+01:00;4853.00.00;381.970.525;67721.0;39,96164004;40,76
2019-03-05 09:00:00+01:00;8473.00.00;382.206.952;68379.0;36,41086503;34,59
2019-03-05 10:00:00+01:00;11407.0;379.901.762;69599.0;37,3444631;27,31
2019-03-05 11:00:00+01:00;13203.0;37.507.403;70442.0;42,06171273;31,07
2019-03-05 12:00:00+01:00;13649.0;367.388.176;69685.0;42,03648708;32,45
2019-03-05 13:00:00+01:00;12716.0;356.449.876;68594.0;38,35307373;34,04
2019-03-05 14:00:00+01:00;10537.0;342.431.217;66853.0;38,38467347;37,7
2019-03-05 15:00:00+01:00;7431.00.00;32.448.272;65635.0;38,12253368;44,09
2019-03-05 16:00:00+01:00;3963.00.00;303.082.122;64513.0;38,40962555;46,39
2019-03-05 17:00:00+01:00;1103.00.00;269.398.173;65103.0;42,33641724;49,27
2019-03-05 18:00:00+01:00;20.00;232.557.432;67884.0;51,20999303;55,01
2019-03-05 19:00:00+01:00;00.00;195.639.819;67502.0;50,33158111;55,23
2019-03-05 20:00:00+01:00;00.00;182.533.259;63906.0;45,32776769;51,1
2019-03-05 21:00:00+01:00;00.00;169.140.414;60293.0;42,89212954;48,09
2019-03-05 22:00:00+01:00;00.00;155.631.869;57599.0;42,36855617;46,09
2019-03-05 23:00:00+01:00;00.00;155.492.167;53797.0;36,85341686;41,54
2019-03-06 00:00:00+01:00;00.00;172.710.348;49434.0;28,62263883;36,08
2019-03-06 01:00:00+01:00;00.00;171.148.504;47749.0;27,36392709;32,69
2019-03-06 02:00:00+01:00;00.00;168.875.152;47059.0;27,09143708;33,01
2019-03-06 03:00:00+01:00;00.00;167.221.856;47609.0;27,9591736;32,2
2019-03-06 04:00:00+01:00;00.00;165.952.352;49152.0;28,69458921;30,7
2019-03-06 05:00:00+01:00;00.00;174.740.649;52788.0;31,74609553;33,11
2019-03-06 06:00:00+01:00;28.00.00;183.254.893;60522.0;42,40739647;43,81
2019-03-06 07:00:00+01:00;1884.00.00;191.597.439;65500.0;46,82361224;47,46
2019-03-06 08:00:00+01:00;6253.00.00;193.238.245;67946.0;46,61817753;47,38
2019-03-06 09:00:00+01:00;10831.0;195.270.107;68499.0;41,04351178;40,04
2019-03-06 10:00:00+01:00;14531.0;197.310.319;69332.0;36,67412867;33,13
2019-03-06 11:00:00+01:00;16790.0;216.019.818;70271.0;36,32731922;29,79
2019-03-06 12:00:00+01:00;17343.0;235.425.347;69893.0;32,15125004;28,65
2019-03-06 13:00:00+01:00;16157.0;254.788.455;69287.0;28,2823894;28,62
2019-03-06 14:00:00+01:00;13402.0;26.031.249;68047.0;31,66228972;28,9
2019-03-06 15:00:00+01:00;9483.00.00;26.560.312;67093.0;29,51928153;28,66
2019-03-06 16:00:00+01:00;5106.00.00;270.515.494;65775.0;32,21399756;29,37
2019-03-06 17:00:00+01:00;1471.00.00;280.414.517;66866.0;37,99089571;36,88
2019-03-06 18:00:00+01:00;33.00.00;289.492.753;68674.0;42,03713626;43,7
2019-03-06 19:00:00+01:00;00.00;297.540.535;68336.0;39,39049318;43,9
2019-03-06 20:00:00+01:00;00.00;299.874.583;64922.0;35,17609536;40,38
2019-03-06 21:00:00+01:00;00.00;302.004.958;61046.0;30,90661133;28,96
2019-03-06 22:00:00+01:00;00.00;303.563.396;57714.0;30,49703279;29,55
2019-03-06 23:00:00+01:00;00.00;302.064.133;53459.0;29,1704687;27,49
2019-03-07 00:00:00+01:00;00.00;290.597.252;50877.0;27,50846267;25,05
2019-03-07 01:00:00+01:00;00.00;284.513.689;49083.0;28,80192582;23,81
2019-03-07 02:00:00+01:00;00.00;283.375.152;48057.0;26,69451018;21,16
2019-03-07 03:00:00+01:00;00.00;280.967.481;48832.0;24,10738236;17,97
2019-03-07 04:00:00+01:00;00.00;277.350.907;50538.0;21,93601816;21,8
2019-03-07 05:00:00+01:00;00.00;28.429.144;54303.0;17,28540726;23,17
2019-03-07 06:00:00+01:00;30.00.00;28.979.742;62333.0;27,93417912;31,58
2019-03-07 07:00:00+01:00;1535.00.00;293.622.968;67213.0;33,13134015;39,91
2019-03-07 08:00:00+01:00;4817.00.00;30.774.486;69631.0;30,84516281;39,4
2019-03-07 09:00:00+01:00;8230.00.00;317.385.822;69846.0;25,80841425;32,39
2019-03-07 10:00:00+01:00;10985.0;321.619.656;70527.0;17,76996951;28,35
2019-03-07 11:00:00+01:00;12664.0;347.900.388;71339.0;12,19628106;28,54
2019-03-07 12:00:00+01:00;13070.0;367.999.953;70581.0;17,49692226;28,22
2019-03-07 13:00:00+01:00;12179.0;380.236.496;69601.0;19,35458658;25,63
2019-03-07 14:00:00+01:00;10113.0;385.864.885;68077.0;23,18889189;27,62
2019-03-07 15:00:00+01:00;7172.00.00;384.625.689;67164.0;23,22689594;27,54
2019-03-07 16:00:00+01:00;3879.00.00;376.953.104;65993.0;24,214801;28,24
2019-03-07 17:00:00+01:00;1124.00.00;37.587.901;66901.0;26,09245431;34,06
2019-03-07 18:00:00+01:00;25.00.00;371.569.135;69707.0;37,07952637;43,95
2019-03-07 19:00:00+01:00;00.00;362.866.138;69574.0;37,5875664;45,01
2019-03-07 20:00:00+01:00;00.00;373.133.005;65826.0;33,1161543;39,76
2019-03-07 21:00:00+01:00;00.00;37.988.226;62341.0;23,81977803;27,12
2019-03-07 22:00:00+01:00;00.00;383.371.202;59103.0;21,86628722;29,25
2019-03-07 23:00:00+01:00;00.00;387.819.875;54963.0;-0,865254679;7,01
2019-03-08 00:00:00+01:00;00.00;388.910.322;51542.0;-25,30191534;12,49
2019-03-08 01:00:00+01:00;00.00;393.667.009;49656.0;-27,21808719;-2,47
2019-03-08 02:00:00+01:00;00.00;400.359.138;48649.0;-24,18858229;-4,97
2019-03-08 03:00:00+01:00;00.00;404.304.429;49444.0;-15,80776112;-1,71
2019-03-08 04:00:00+01:00;00.00;406.853.224;51116.0;-7,907847911;0,76
2019-03-08 05:00:00+01:00;00.00;406.747.445;54715.0;11,58674237;19,94
2019-03-08 06:00:00+01:00;38.00.00;40.426.649;62399.0;28,36348014;25,78
2019-03-08 07:00:00+01:00;1777.00.00;39.866.573;67102.0;32,74486459;36,05
2019-03-08 08:00:00+01:00;5490.00.00;397.957.847;69544.0;30,22614063;32,34
2019-03-08 09:00:00+01:00;9329.00.00;392.612.689;69686.0;28,56692934;25,06
2019-03-08 10:00:00+01:00;12426.0;384.507.257;70089.0;31,53115186;22,96
2019-03-08 11:00:00+01:00;14315.0;373.911.642;70559.0;29,02243734;25,61
2019-03-08 12:00:00+01:00;14778.0;358.562.389;69661.0;29,0364787;23,35
2019-03-08 13:00:00+01:00;13786.0;33.658.933;68055.0;28,11704824;23,48
2019-03-08 14:00:00+01:00;11477.0;324.648.224;66072.0;30,04508332;25,38
2019-03-08 15:00:00+01:00;8180.00.00;308.056.998;65168.0;32,42865749;33,71
2019-03-08 16:00:00+01:00;4478.00.00;287.086.785;64355.0;37,55278336;38,34
2019-03-08 17:00:00+01:00;1351.00.00;261.325.118;65304.0;43,99697213;43,07
2019-03-08 18:00:00+01:00;39.00.00;23.302.157;67728.0;49,74443849;48,72
2019-03-08 19:00:00+01:00;00.00;205.590.853;67359.0;51,27409441;50,95
2019-03-08 20:00:00+01:00;00.00;207.742.738;63389.0;45,72757752;44,04
2019-03-08 21:00:00+01:00;00.00;209.514.348;59992.0;39,73611811;40,57
2019-03-08 22:00:00+01:00;00.00;21.017.315;57319.0;36,35392317;39,24
2019-03-08 23:00:00+01:00;00.00;227.632.548;53648.0;24,17918495;30,61
2019-03-09 00:00:00+01:00;00.00;274.437.656;49727.0;19,55639036;27,67
2019-03-09 01:00:00+01:00;00.00;294.461.551;47395.0;1,422402281;15,4
2019-03-09 02:00:00+01:00;00.00;31.780.519;45878.0;-12,2317597;4,24
2019-03-09 03:00:00+01:00;00.00;339.160.824;45455.0;-18,50233275;0,07
2019-03-09 04:00:00+01:00;00.00;357.786.708;45469.0;-33,73688762;0,06
2019-03-09 05:00:00+01:00;00.00;37.418.834;45918.0;-38,61225781;0,03
2019-03-09 06:00:00+01:00;34.00.00;385.713.654;47205.0;-50,000584;-0,04
2019-03-09 07:00:00+01:00;1416.00.00;391.891.316;50261.0;-47,45076522;0,13
2019-03-09 08:00:00+01:00;4170.00.00;398.741.704;54612.0;-29,59234862;10,05
2019-03-09 09:00:00+01:00;7007.00.00;400.773.525;57724.0;-17,81365375;8,54
2019-03-09 10:00:00+01:00;9291.00.00;399.180.163;59244.0;-14,37684711;7,83
2019-03-09 11:00:00+01:00;10683.0;404.830.488;59762.0;-10,47803619;11,03
2019-03-09 12:00:00+01:00;11024.0;407.101.407;58837.0;-7,512684225;0,74
2019-03-09 13:00:00+01:00;10289.0;406.262.281;56937.0;1,463764341;0,04
2019-03-09 14:00:00+01:00;8580.00.00;411.096.882;55332.0;7,327271097;-0,08
2019-03-09 15:00:00+01:00;6136.00.00;411.130.188;54618.0;10,36041385;-0,82
2019-03-09 16:00:00+01:00;3383.00.00;405.792.338;54504.0;16,52935843;0,08
2019-03-09 17:00:00+01:00;1044.00.00;405.746.836;56316.0;24,90573976;10,96
2019-03-09 18:00:00+01:00;30.00.00;397.018.041;59292.0;26,67781963;22,8
2019-03-09 19:00:00+01:00;00.00;379.973.246;59154.0;24,35285493;25,08
2019-03-09 20:00:00+01:00;00.00;378.496.213;55187.0;13,45739625;21,62
2019-03-09 21:00:00+01:00;00.00;371.770.383;52562.0;-0,780345544;11,96
2019-03-09 22:00:00+01:00;00.00;360.357.616;51208.0;1,409356214;13,37
2019-03-09 23:00:00+01:00;00.00;351.374.722;48438.0;1,461184044;0,72
2019-03-10 00:00:00+01:00;00.00;378.588.013;45441.0;9,27834938;-23,04
2019-03-10 01:00:00+01:00;00.00;365.737.741;43099.0;10,17896844;-11,15
2019-03-10 02:00:00+01:00;00.00;350.659.852;42240.0;5,011743183;-12,55
2019-03-10 03:00:00+01:00;00.00;330.642.354;42555.0;7,071836603;-2,89
2019-03-10 04:00:00+01:00;00.00;308.024.807;42715.0;9,010582802;-2,6
2019-03-10 05:00:00+01:00;00.00;284.399.274;42579.0;9,624566058;-0,86
2019-03-10 06:00:00+01:00;32.00.00;253.593.461;41861.0;12,00751738;4,97
2019-03-10 07:00:00+01:00;1046.00.00;218.178.121;42993.0;33,14356621;19,32
2019-03-10 08:00:00+01:00;3000.00.00;217.519.808;46798.0;33,29215688;26,24
2019-03-10 09:00:00+01:00;5001.00.00;212.010.836;50258.0;36,6467319;28,97
2019-03-10 10:00:00+01:00;6607.00.00;202.763.277;52334.0;33,71667476;27,12
2019-03-10 11:00:00+01:00;7582.00.00;204.196.394;54474.0;34,19682368;32,46
2019-03-10 12:00:00+01:00;7817.00.00;202.872.525;53890.0;35,08960113;31,01
2019-03-10 13:00:00+01:00;7295.00.00;197.461.856;51943.0;32,61322382;27,84
2019-03-10 14:00:00+01:00;6089.00.00;208.537.891;50293.0;27,4879776;23,06
2019-03-10 15:00:00+01:00;4367.00.00;220.450.825;49461.0;26,34536487;23,07
2019-03-10 16:00:00+01:00;2425.00.00;229.680.675;49304.0;29,76202239;23,79
2019-03-10 17:00:00+01:00;770.00.00;246.753.097;51822.0;36,98417375;29,17
2019-03-10 18:00:00+01:00;28.00.00;265.043.362;55639.0;38,8740066;31,01
2019-03-10 19:00:00+01:00;00.00;278.983.494;56098.0;40,1961303;40,92
2019-03-10 20:00:00+01:00;00.00;295.360.371;53813.0;32,86439837;29,91
2019-03-10 21:00:00+01:00;00.00;30.897.604;51906.0;27,56534602;24,89
2019-03-10 22:00:00+01:00;00.00;315.280.648;51476.0;26,5355135;26,63
2019-03-10 23:00:00+01:00;00.00;325.553.431;48591.0;24,76514973;22,92
2019-03-11 00:00:00+01:00;00.00;316.083.657;48314.0;23,29917587;21,8
2019-03-11 01:00:00+01:00;00.00;318.001.624;46237.0;20,62239359;19,81
2019-03-11 02:00:00+01:00;00.00;317.680.689;45794.0;14,88473155;22,02
2019-03-11 03:00:00+01:00;00.00;315.089.157;47127.0;4,438197366;16,21
2019-03-11 04:00:00+01:00;00.00;309.803.735;48917.0;5,344891912;18,22
2019-03-11 05:00:00+01:00;00.00;309.271.601;52796.0;11,20336613;24,4
2019-03-11 06:00:00+01:00;73.00.00;306.763.732;60554.0;33,52981118;39,45
2019-03-11 07:00:00+01:00;2004.00.00;302.260.411;65235.0;47,89177269;47,96
2019-03-11 08:00:00+01:00;5568.00.00;296.169.888;68164.0;50,41318013;48,06
2019-03-11 09:00:00+01:00;9183.00.00;289.268.537;69098.0;50,84998402;46,84
2019-03-11 10:00:00+01:00;12073.0;282.414.826;70116.0;49,75269713;45,31
2019-03-11 11:00:00+01:00;13819.0;282.414.445;71035.0;46,00383228;42,66
2019-03-11 12:00:00+01:00;14226.0;281.931.896;70654.0;43,47833327;39,95
2019-03-11 13:00:00+01:00;13269.0;281.043.162;70228.0;40,21526577;38,69
2019-03-11 14:00:00+01:00;11079.0;279.855.053;69001.0;38,83982435;36,9
2019-03-11 15:00:00+01:00;7960.00.00;278.483.612;68207.0;41,14253762;37,11
2019-03-11 16:00:00+01:00;4448.00.00;277.043.447;66725.0;44,43084135;39
2019-03-11 17:00:00+01:00;1445.00.00;267.563.443;67268.0;51,29885581;46,28
2019-03-11 18:00:00+01:00;64.00.00;256.080.629;69224.0;52,64186031;50,29
2019-03-11 19:00:00+01:00;00.00;242.758.914;69284.0;57,9810079;57,9
2019-03-11 20:00:00+01:00;00.00;228.087.354;65430.0;53,72437012;50,06
2019-03-11 21:00:00+01:00;00.00;21.280.452;61303.0;50,20094291;47,52
2019-03-11 22:00:00+01:00;00.00;197.792.488;58041.0;48,69183373;47,61
2019-03-11 23:00:00+01:00;00.00;19.484.352;54134.0;46,1243141;44,01
2019-03-12 00:00:00+01:00;00.00;153.802.726;53060.0;37,87900452;40,98
2019-03-12 01:00:00+01:00;00.00;146.624.448;50990.0;36,84773176;38,97
2019-03-12 02:00:00+01:00;00.00;151.079.935;50267.0;35,16420615;36,91
2019-03-12 03:00:00+01:00;00.00;15.500.058;51263.0;34,54005761;35
2019-03-12 04:00:00+01:00;00.00;158.984.836;52735.0;33,68470412;32,92
2019-03-12 05:00:00+01:00;00.00;166.914.676;55989.0;36,39920246;36,3
2019-03-12 06:00:00+01:00;94.00.00;176.021.375;62823.0;44,63287753;46,83
2019-03-12 07:00:00+01:00;2220.00.00;18.610.556;66862.0;52,13849221;52,05
2019-03-12 08:00:00+01:00;6033.00.00;203.620.739;69329.0;48,01688074;51,37
2019-03-12 09:00:00+01:00;9879.00.00;218.325.393;69827.0;46,54194106;48,02
2019-03-12 10:00:00+01:00;12943.0;229.406.537;70551.0;36,983761;43,81
2019-03-12 11:00:00+01:00;14787.0;251.305.297;71372.0;24,8708043;38,72
2019-03-12 12:00:00+01:00;15208.0;271.564.018;70918.0;18,7313217;35,82
2019-03-12 13:00:00+01:00;14183.0;28.923.384;70545.0;16,59489958;31,76
2019-03-12 14:00:00+01:00;11851.0;301.230.248;69362.0;15,97342825;31,06
2019-03-12 15:00:00+01:00;8537.00.00;312.349.119;68600.0;16,48682119;32,93
2019-03-12 16:00:00+01:00;4805.00.00;321.830.145;67271.0;24,34297507;35,26
2019-03-12 17:00:00+01:00;1603.00.00;332.823.622;68029.0;32,38950533;40,06
2019-03-12 18:00:00+01:00;88.00.00;340.719.083;69536.0;39,5771059;44,02
2019-03-12 19:00:00+01:00;00.00;345.763.023;69522.0;31,56852193;41,57
2019-03-12 20:00:00+01:00;00.00;356.306.389;65841.0;23,9418412;33,01
2019-03-12 21:00:00+01:00;00.00;363.909.756;61782.0;16,70473742;26,49
2019-03-12 22:00:00+01:00;00.00;368.340.163;58356.0;18,51119847;23,87
2019-03-12 23:00:00+01:00;00.00;370.014.961;54268.0;-1,150813104;0,36
2019-03-13 00:00:00+01:00;00.00;382.257.502;52353.0;5,317475106;7,07
2019-03-13 01:00:00+01:00;00.00;377.713.407;50264.0;-4,779795122;0,06
2019-03-13 02:00:00+01:00;00.00;381.451.705;49516.0;-5,800868807;-0,07
2019-03-13 03:00:00+01:00;00.00;382.908.135;50543.0;0,562919419;2,45
2019-03-13 04:00:00+01:00;00.00;381.761.268;52060.0;5,409220692;8,09
2019-03-13 05:00:00+01:00;00.00;381.915.771;55438.0;18,11175123;19,17
2019-03-13 06:00:00+01:00;108.00.00;381.016.106;62475.0;27,08044092;25,91
2019-03-13 07:00:00+01:00;2145.00.00;378.492.772;66575.0;36,57096172;36,48
2019-03-13 08:00:00+01:00;5652.00.00;405.183.784;69094.0;32,86097383;26
2019-03-13 09:00:00+01:00;9159.00.00;417.967.389;69632.0;26,92256917;18,5
2019-03-13 10:00:00+01:00;11944.0;421.680.725;70418.0;16,50497319;2,28
2019-03-13 11:00:00+01:00;13613.0;422.606.004;71225.0;27,34391198;8,24
2019-03-13 12:00:00+01:00;13983.0;422.155.581;70744.0;27,61066864;10,8
2019-03-13 13:00:00+01:00;13035.0;419.916.782;70342.0;26,94661141;5,23
2019-03-13 14:00:00+01:00;10899.0;418.985.286;69150.0;26,12758136;13,97
2019-03-13 15:00:00+01:00;7869.00.00;414.719.695;68404.0;27,86085841;20,07
2019-03-13 16:00:00+01:00;4456.00.00;405.511.442;67090.0;31,3252907;23,83
2019-03-13 17:00:00+01:00;1516.00.00;40.218.545;67847.0;37,21555006;30,62
2019-03-13 18:00:00+01:00;92.00.00;395.426.254;69574.0;40,34724247;35,55
2019-03-13 19:00:00+01:00;00.00;384.915.627;69598.0;40,95558349;39,91
2019-03-13 20:00:00+01:00;00.00;382.891.216;65946.0;35,78209645;30,25
2019-03-13 21:00:00+01:00;00.00;378.401.562;61920.0;32,83799576;25,52
2019-03-13 22:00:00+01:00;00.00;372.292.271;58544.0;33,4541694;24,3
2019-03-13 23:00:00+01:00;00.00;367.921.301;54452.0;31,78628375;18,9
2019-03-14 00:00:00+01:00;00.00;353.678.779;51288.0;31,75598926;24,17
2019-03-14 01:00:00+01:00;00.00;345.810.703;49182.0;28,56854296;22,25
2019-03-14 02:00:00+01:00;00.00;343.682.171;48222.0;27,42353038;20,37
2019-03-14 03:00:00+01:00;00.00;339.229.967;49079.0;25,70312747;20,5
2019-03-14 04:00:00+01:00;00.00;332.750.493;50773.0;26,34828775;22,33
2019-03-14 05:00:00+01:00;00.00;329.061.188;54153.0;27,8900556;27,08
2019-03-14 06:00:00+01:00;82.00.00;323.748.281;61384.0;39,26262311;37,69
2019-03-14 07:00:00+01:00;1318.00.00;316.979.545;66284.0;39,48716627;42,37
2019-03-14 08:00:00+01:00;3313.00.00;337.048.781;68584.0;37,39215218;42,6
2019-03-14 09:00:00+01:00;5287.00.00;351.999.352;69294.0;33,48117388;38,56
2019-03-14 10:00:00+01:00;6844.00.00;361.530.857;70088.0;31,40239508;40,32
2019-03-14 11:00:00+01:00;7767.00.00;37.256.745;70932.0;34,24025913;39,29
2019-03-14 12:00:00+01:00;7958.00.00;380.773.934;70656.0;35,19001117;39,26
2019-03-14 13:00:00+01:00;7407.00.00;385.094.749;70675.0;36,71955821;38,67
2019-03-14 14:00:00+01:00;6187.00.00;38.828.494;69622.0;38,0135391;37,79
2019-03-14 15:00:00+01:00;4465.00.00;387.893.065;68807.0;37,06687535;34,85
2019-03-14 16:00:00+01:00;2528.00.00;384.764.156;67385.0;36,71041962;31,11
2019-03-14 17:00:00+01:00;862.00.00;384.089.156;67854.0;36,27910678;34,62
2019-03-14 18:00:00+01:00;51.00.00;379.507.594;69946.0;39,98129018;37,58
2019-03-14 19:00:00+01:00;00.00;371.306.735;70382.0;41,73950814;39,13
2019-03-14 20:00:00+01:00;00.00;367.685.461;66741.0;38,06893174;33,6
2019-03-14 21:00:00+01:00;00.00;359.784.012;62934.0;31,16108329;29,79
2019-03-14 22:00:00+01:00;00.00;34.832.513;59813.0;32,8542353;27,38
2019-03-14 23:00:00+01:00;00.00;349.612.983;55717.0;26,38249661;19,76
2019-03-15 00:00:00+01:00;00.00;344.873.434;52382.0;27,06237255;11,91
2019-03-15 01:00:00+01:00;00.00;344.695.127;50452.0;26,40960612;13,43
2019-03-15 02:00:00+01:00;00.00;343.142.321;49576.0;24,99685316;11,37
2019-03-15 03:00:00+01:00;00.00;33.695.729;50570.0;21,17825243;7,65
2019-03-15 04:00:00+01:00;00.00;324.576.744;52069.0;22,78161974;13,17
2019-03-15 05:00:00+01:00;00.00;318.085.423;55398.0;28,42114082;22,28
2019-03-15 06:00:00+01:00;87.00.00;30.862.404;62651.0;32,93475489;28,6
2019-03-15 07:00:00+01:00;1134.00.00;296.733.617;67300.0;42,59164216;40,79
2019-03-15 08:00:00+01:00;2746.00.00;315.244.703;69707.0;45,01449757;42,56
2019-03-15 09:00:00+01:00;4333.00.00;330.490.772;70868.0;44,09375546;42,59
2019-03-15 10:00:00+01:00;5583.00.00;342.001.256;71711.0;41,1003279;41,54
2019-03-15 11:00:00+01:00;6323.00.00;36305.7;71807.0;39,06770068;40,97
2019-03-15 12:00:00+01:00;6472.00.00;372.071.788;71038.0;34,73654873;39,91
2019-03-15 13:00:00+01:00;6023.00.00;368.166.775;69859.0;26,71158818;33,54
2019-03-15 14:00:00+01:00;5034.00.00;386.605.287;68176.0;20,42104495;25,89
2019-03-15 15:00:00+01:00;3635.00.00;395.709.605;67014.0;17,29296877;24,76
2019-03-15 16:00:00+01:00;2060.00.00;395.484.207;65807.0;19,12595063;22,46
2019-03-15 17:00:00+01:00;696.00.00;407.694.591;66206.0;26,24490123;24,47
2019-03-15 18:00:00+01:00;38.00.00;413.680.818;67687.0;31,85660275;28,75
2019-03-15 19:00:00+01:00;00.00;414.483.358;67663.0;34,56268427;35,94
2019-03-15 20:00:00+01:00;00.00;414.245.387;63901.0;27,42148764;24,34
2019-03-15 21:00:00+01:00;00.00;409.972.202;60068.0;21,70696281;17,19
2019-03-15 22:00:00+01:00;00.00;40.173.298;57259.0;11,12666266;0,07
2019-03-15 23:00:00+01:00;00.00;39.573.264;53698.0;17,93098658;10,79
2019-03-16 00:00:00+01:00;00.00;400.030.645;50567.0;13,50158039;-1
2019-03-16 01:00:00+01:00;00.00;393.011.765;48148.0;9,564077658;-2,68
2019-03-16 02:00:00+01:00;00.00;381.789.467;46793.0;9,743904581;0,01
2019-03-16 03:00:00+01:00;00.00;367.018.963;46740.0;6,977180158;-1,96
2019-03-16 04:00:00+01:00;00.00;348.471.599;47031.0;13,54514713;2,02
2019-03-16 05:00:00+01:00;00.00;32.867.734;47403.0;15,68265137;2,33
2019-03-16 06:00:00+01:00;106.00.00;306.610.573;48331.0;20,22965788;9,97
2019-03-16 07:00:00+01:00;1367.00.00;283.025.963;51173.0;29,758217;21,59
2019-03-16 08:00:00+01:00;3336.00.00;283.360.674;55241.0;34,92324149;27,93
2019-03-16 09:00:00+01:00;5274.00.00;287.848.679;58597.0;35,17081109;34,18
2019-03-16 10:00:00+01:00;6802.00.00;288.239.928;60227.0;32,75220579;34,14
2019-03-16 11:00:00+01:00;7711.00.00;27.947.221;61133.0;27,51995381;31,91
2019-03-16 12:00:00+01:00;7903.00.00;266.908.849;60374.0;22,30274311;30,9
2019-03-16 13:00:00+01:00;7370.00.00;250.115.543;58464.0;17,01862309;26,37
2019-03-16 14:00:00+01:00;6180.00.00;270.860.442;56641.0;15,58098286;24,76
2019-03-16 15:00:00+01:00;4495.00.00;285.510.356;55683.0;14,28503899;23,4
2019-03-16 16:00:00+01:00;2588.00.00;29.464.618;55443.0;11,31577308;26,23
2019-03-16 17:00:00+01:00;920.00.00;30.429.822;56806.0;14,7594994;26,23
2019-03-16 18:00:00+01:00;73.00.00;311.589.225;59245.0;17,84834605;28,95
2019-03-16 19:00:00+01:00;00.00;314.993.165;58855.0;14,57250908;28,27
2019-03-16 20:00:00+01:00;00.00;320.375.839;55386.0;12,40143038;22,78
2019-03-16 21:00:00+01:00;00.00;323.170.608;52788.0;3,901144154;5,74
2019-03-16 22:00:00+01:00;00.00;323.253.179;51478.0;3,760957875;9,09
2019-03-16 23:00:00+01:00;00.00;322.375.359;48494.0;1,114592778;2,1
2019-03-17 00:00:00+01:00;00.00;330.965.383;45095.0;4,466326779;-2,3
